taxon_name,resprouting_binomial,seeding_binomial,avg_maturity_primary,avg_maturity_secondary,bin_maturity_primary,min_maturity_primary,min_maturity_secondary,resprouting_binomial_score,seeding_binomial_score,avg_maturity_primary_score,avg_maturity_secondary_score,bin_maturity_primary_score,min_maturity_primary_score,min_maturity_secondary_score,score_GM
Rubus anglocandicans,TRUE,TRUE,NA,1,NA,1,0.736434109,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Blechnum camfieldii,TRUE,NA,NA,NA,NA,1,0.736434109,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Setaria sphacelata,TRUE,NA,NA,NA,NA,1,0.736434109,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Billardiera scandens,TRUE,TRUE,NA,1.95,1--5,2,0.736434109,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Machaerina rubiginosa,TRUE,NA,NA,NA,1--5,2,0.736434109,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Xanthorrhoea minor,TRUE,NA,NA,NA,5--20,NA,0.736434109,0.2,NA,NA,NA,1,NA,0.2,0.341995189
Podolobium ilicifolium,TRUE,TRUE,NA,NA,5--20,NA,0.736434109,0.2,0.2,NA,NA,1,NA,0.2,0.299069756
Rimacola elliptica,TRUE,NA,NA,0.75,NA,NA,0.736434109,0.2,NA,NA,0.2,NA,NA,0.2,0.2
Lomandra gracilis,TRUE,NA,NA,1,NA,NA,0.736434109,0.2,NA,NA,0.2,NA,NA,0.2,0.2
Dipogon lignosus,TRUE,TRUE,NA,1,NA,NA,0.736434109,0.2,0.2,NA,0.2,NA,NA,0.2,0.2
Ageratina adenophora,TRUE,NA,NA,NA,NA,NA,0.736434109,0.2,NA,NA,NA,NA,NA,0.2,0.2
Buddleja madagascariensis,TRUE,NA,NA,NA,NA,NA,0.736434109,0.2,NA,NA,NA,NA,NA,0.2,0.2
Canna indica,TRUE,NA,NA,NA,NA,NA,0.736434109,0.2,NA,NA,NA,NA,NA,0.2,0.2
Crassula multicava,TRUE,NA,NA,NA,NA,NA,0.736434109,0.2,NA,NA,NA,NA,NA,0.2,0.2
Erythrina x sykesii,TRUE,NA,NA,NA,NA,NA,0.736434109,0.2,NA,NA,NA,NA,NA,0.2,0.2
Roldana petasitis,TRUE,NA,NA,NA,NA,NA,0.736434109,0.2,NA,NA,NA,NA,NA,0.2,0.2
Schizaea rupestris,TRUE,NA,NA,NA,NA,NA,0.736434109,0.2,NA,NA,NA,NA,NA,0.2,0.2
Watsonia meriana,TRUE,NA,NA,NA,NA,NA,0.736434109,0.2,NA,NA,NA,NA,NA,0.2,0.2
Calochilus robertsonii,TRUE,NA,NA,NA,1--5,NA,0.755813953,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Goodenia hederacea,TRUE,TRUE,NA,NA,1--5,NA,0.755813953,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Ranunculus repens,TRUE,NA,NA,NA,NA,NA,0.755813953,0.2,NA,NA,NA,NA,NA,0.2,0.2
Xylomelum pyriforme,TRUE,TRUE,NA,NA,NA,NA,0.755813953,0.2,0.2,NA,NA,NA,NA,0.2,0.2
Brachyloma daphnoides,TRUE,TRUE,NA,NA,1--5,1,0.775193798,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Lomandra cylindrica,TRUE,TRUE,NA,1.25,1--5,2,0.775193798,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Freesia laxa,TRUE,NA,NA,NA,NA,NA,0.775193798,0.2,NA,NA,NA,NA,NA,0.2,0.2
Gladiolus angustus,TRUE,NA,NA,NA,NA,NA,0.775193798,0.2,NA,NA,NA,NA,NA,0.2,0.2
Dianella caerulea,TRUE,NA,NA,1,1--5,1,0.794573643,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Drosera spatulata,TRUE,NA,NA,1,1--5,1,0.794573643,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Cestrum parqui,TRUE,NA,NA,1,NA,1,0.794573643,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Schoenus brevifolius,TRUE,TRUE,NA,2,1--5,2,0.794573643,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Aristea ecklonii,TRUE,NA,NA,NA,NA,2,0.794573643,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Anisopogon avenaceus,TRUE,TRUE,NA,1,1--5,NA,0.794573643,0.2,0.2,NA,0.2,0.2,NA,0.2,0.2
Adiantum hispidulum,TRUE,NA,NA,NA,1--5,NA,0.794573643,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Lomandra multiflora,TRUE,NA,NA,NA,1--5,NA,0.794573643,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Stylidium lineare,TRUE,TRUE,NA,2,NA,1.802326,0.813953488,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Haemodorum planifolium,TRUE,NA,NA,1.5,1--5,2,0.813953488,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Haemodorum corymbosum,TRUE,FALSE,NA,NA,NA,2,0.813953488,0.2,1,NA,NA,NA,0.2,0.2,0.299069756
Juncus continuus,TRUE,NA,NA,1,1--5,NA,0.813953488,0.2,NA,NA,0.2,0.2,NA,0.2,0.2
Mitrasacme polymorpha,TRUE,TRUE,NA,NA,1--5,1,0.833333333,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Dianella prunina,TRUE,NA,NA,1,NA,1,0.833333333,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Xanthorrhoea resinosa,TRUE,FALSE,NA,1,5--20,2,0.833333333,0.2,1,NA,0.2,1,0.2,0.2,0.341995189
Vincetoxicum barbatum,TRUE,FALSE,NA,NA,1--5,NA,0.833333333,0.2,1,NA,NA,0.2,NA,0.2,0.299069756
Hypericum perforatum,TRUE,TRUE,NA,1.25,NA,NA,0.833333333,0.2,0.2,NA,0.2,NA,NA,0.2,0.2
Tradescantia fluminensis,TRUE,NA,NA,NA,NA,NA,0.833333333,0.2,NA,NA,NA,NA,NA,0.2,0.2
Hypolepis muelleri,TRUE,NA,NA,NA,1--5,NA,0.852713178,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Morus alba,TRUE,NA,NA,NA,NA,NA,0.852713178,0.2,NA,NA,NA,NA,NA,0.2,0.2
Cyathochaeta diandra,TRUE,TRUE,NA,0.3,1--5,1,0.872093023,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Breynia oblongifolia,TRUE,FALSE,NA,NA,1--5,1,0.891472868,0.2,1,NA,NA,0.2,0.2,0.2,0.275945932
Baeckea diosmifolia,TRUE,TRUE,NA,1,NA,1,0.891472868,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Cryptostylis erecta,TRUE,NA,NA,NA,1--5,NA,0.891472868,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Thysanotus tuberosus,TRUE,FALSE,NA,NA,1--5,NA,0.891472868,0.2,1,NA,NA,0.2,NA,0.2,0.299069756
Smilax glyciphylla,TRUE,FALSE,NA,1,5--20,NA,0.891472868,0.2,1,NA,0.2,1,NA,0.2,0.380730788
Asparagus asparagoides,TRUE,NA,NA,1,NA,NA,0.891472868,0.2,NA,NA,0.2,NA,NA,0.2,0.2
Machaerina juncea,TRUE,FALSE,NA,0.5,1--5,1,0.949612403,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Lepidosperma laterale,TRUE,TRUE,NA,1.25,1--5,1,0.949612403,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Cyathea australis,TRUE,TRUE,NA,1,5--20,1,0.949612403,0.2,0.2,NA,0.2,1,0.2,0.2,0.261532097
Lomatia silaifolia,TRUE,TRUE,NA,1,5--20,1,0.949612403,0.2,0.2,NA,0.2,1,0.2,0.2,0.261532097
Austrostipa pubescens,TRUE,NA,NA,1,1--5,NA,0.949612403,0.2,NA,NA,0.2,0.2,NA,0.2,0.2
Dipodium variegatum,TRUE,NA,NA,NA,5--20,NA,0.949612403,0.2,NA,NA,NA,1,NA,0.2,0.341995189
Alstroemeria psittacina,TRUE,TRUE,NA,NA,NA,NA,0.949612403,0.2,0.2,NA,NA,NA,NA,0.2,0.2
Stephania japonica var. discolor,TRUE,FALSE,NA,1,5--20,1,0.968992248,0.2,1,NA,0.2,1,0.2,0.2,0.341995189
Ceratopetalum gummiferum,TRUE,FALSE,NA,NA,5--20,1,0.968992248,0.2,1,NA,NA,1,0.2,0.2,0.380730788
Persoonia levis,TRUE,TRUE,NA,NA,5--20,1,0.968992248,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Asparagus aethiopicus,TRUE,NA,NA,1,NA,1,0.968992248,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Angophora bakeri,TRUE,TRUE,NA,1,NA,1,0.968992248,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Blechnum ambiguum,TRUE,NA,NA,1.25,NA,1.25,0.968992248,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Tetraria capillaris,TRUE,NA,NA,1,1--5,2,0.968992248,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Lindsaea linearis,TRUE,FALSE,NA,2,1--5,2,0.968992248,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Calochlaena dubia,TRUE,NA,NA,1,1--5,NA,0.968992248,0.2,NA,NA,0.2,0.2,NA,0.2,0.2
Psilotum nudum,FALSE,NA,NA,NA,1--5,NA,0.968992248,1,NA,NA,NA,0.2,NA,0.2,0.341995189
Hibbertia aspera,TRUE,NA,NA,NA,1--5,NA,0.968992248,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Cenchrus macrourus,TRUE,NA,NA,NA,NA,NA,0.968992248,0.2,NA,NA,NA,NA,NA,0.2,0.2
Eryngium pandanifolium,TRUE,NA,NA,NA,NA,NA,0.968992248,0.2,NA,NA,NA,NA,NA,0.2,0.2
Foeniculum vulgare,TRUE,NA,NA,NA,NA,NA,0.968992248,0.2,NA,NA,NA,NA,NA,0.2,0.2
Xyris gracilis,TRUE,NA,NA,0.3,1--5,1,0.988372093,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Cayratia clematidea,TRUE,FALSE,NA,1,5--20,1,0.988372093,0.2,1,NA,0.2,1,0.2,0.2,0.341995189
Bursaria spinosa,TRUE,FALSE,NA,2,5--20,2,0.988372093,0.2,1,NA,0.2,1,0.2,0.2,0.341995189
Polyscias sambucifolia,TRUE,TRUE,NA,NA,1--5,NA,0.988372093,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Buddleja davidii,TRUE,NA,NA,NA,NA,NA,0.988372093,0.2,NA,NA,NA,NA,NA,0.2,0.2
Juncus planifolius,TRUE,TRUE,NA,NA,0--1,1,1,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Hibbertia empetrifolia,TRUE,NA,NA,1,1--5,1,1,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Dianella revoluta,TRUE,FALSE,NA,NA,1--5,1,1,0.2,1,NA,NA,0.2,0.2,0.2,0.275945932
Logania albiflora,TRUE,FALSE,NA,NA,1--5,1,1,0.2,1,NA,NA,0.2,0.2,0.2,0.275945932
Gonocarpus tetragynus,TRUE,TRUE,NA,NA,1--5,1,1,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Goodenia hederacea subsp. hederacea,TRUE,TRUE,NA,NA,1--5,1,1,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Pterostylis nana,TRUE,TRUE,NA,NA,1--5,1,1,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Ricinocarpos pinifolius,TRUE,TRUE,NA,NA,1--5,1,1,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Rytidosperma pallidum,TRUE,TRUE,NA,NA,1--5,1,1,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Acacia mucronata subsp. longifolia,TRUE,NA,NA,NA,5--20,1,1,0.2,NA,NA,NA,1,0.2,0.2,0.299069756
Lomatia ilicifolia,TRUE,NA,NA,NA,5--20,1,1,0.2,NA,NA,NA,1,0.2,0.2,0.299069756
Prostanthera scutellarioides,TRUE,TRUE,NA,2,NA,1,1,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Lomandra brevis,TRUE,NA,NA,NA,NA,1,1,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Hakea laevipes subsp. laevipes,TRUE,TRUE,NA,NA,NA,1,1,0.2,0.2,NA,NA,NA,0.2,0.2,0.2
Syzygium smithii,TRUE,FALSE,NA,NA,5--20,5,1,0.2,1,NA,NA,1,0.2,0.2,0.380730788
Phragmites australis,TRUE,TRUE,NA,NA,1--5,NA,1,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Pimelea curviflora var. divergens,TRUE,FALSE,NA,NA,5--20,NA,1,0.2,1,NA,NA,1,NA,0.2,0.447213595
Telopea speciosissima,TRUE,TRUE,NA,1.85,NA,2,1.007751938,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Lepyrodia scariosa,TRUE,NA,NA,1,1--5,1,1.085271318,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Platysace lanceolata,TRUE,TRUE,NA,1.5,1--5,2,1.085271318,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Schoenus villosus,TRUE,NA,NA,0.3,NA,2,1.085271318,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Lepidosperma gunnii,TRUE,NA,NA,1,1--5,1,1.182170543,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Senna pendula,TRUE,NA,NA,2,NA,2,1.182170543,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Exocarpos cupressiformis,TRUE,TRUE,NA,NA,5--20,5,1.182170543,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Schizaea bifida,TRUE,FALSE,NA,2,1--5,2,1.220930233,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Platysace linearifolia,TRUE,NA,NA,0.3,NA,3,1.220930233,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Androcalva fraseri,TRUE,NA,NA,NA,NA,NA,1.220930233,0.2,NA,NA,NA,NA,NA,0.2,0.2
Lomandra micrantha,TRUE,NA,NA,NA,1--5,NA,1.240310078,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Eriochilus petricola,TRUE,NA,NA,NA,NA,NA,1.240310078,0.2,NA,NA,NA,NA,NA,0.2,0.2
Monotoca scoparia,TRUE,TRUE,NA,2,1--5,2,1.298449612,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Lambertia formosa,TRUE,TRUE,NA,2,NA,2,1.375968992,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Glochidion ferdinandi,TRUE,TRUE,NA,NA,5--20,NA,1.472868217,0.2,0.2,NA,NA,1,NA,0.2,0.299069756
Typha orientalis,TRUE,NA,NA,NA,1--5,NA,1.647286822,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Bossiaea scolopendria,TRUE,TRUE,NA,NA,NA,2,1.666666667,0.2,0.2,NA,NA,NA,0.2,0.2,0.2
Phyllota phylicoides,TRUE,TRUE,NA,NA,NA,4,1.666666667,0.2,0.2,NA,NA,NA,0.2,0.2,0.2
Hedychium gardnerianum,TRUE,NA,NA,NA,NA,5,1.705426357,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Hibbertia riparia,TRUE,TRUE,NA,2,1--5,2,1.724806202,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Gahnia radula,TRUE,TRUE,NA,2,5--20,2,1.744186047,0.2,0.2,NA,0.2,1,0.2,0.2,0.261532097
Isopogon anemonifolius,TRUE,TRUE,NA,NA,5--20,2,1.744186047,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Melaleuca deanei,TRUE,NA,NA,NA,NA,2,1.744186047,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Gompholobium grandiflorum,TRUE,TRUE,NA,2.5,NA,3,1.744186047,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Tetratheca glandulosa,TRUE,TRUE,NA,NA,NA,3,1.744186047,0.2,0.2,NA,NA,NA,0.2,0.2,0.2
Leptospermum parvifolium,TRUE,NA,NA,NA,5--20,4,1.744186047,0.2,NA,NA,NA,1,0.2,0.2,0.299069756
Thelionema caespitosum,TRUE,NA,NA,2,1--5,2,1.763565891,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Kunzea capitata,TRUE,TRUE,NA,NA,1--5,2,1.763565891,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Callicoma serratifolia,TRUE,FALSE,NA,2,5--20,3,1.763565891,0.2,1,NA,0.2,1,0.2,0.2,0.341995189
Gahnia erythrocarpa,TRUE,NA,NA,NA,NA,3,1.763565891,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Melaleuca nodosa,TRUE,TRUE,NA,NA,NA,4,1.763565891,0.2,0.2,NA,NA,NA,0.2,0.2,0.2
Callistemon linearis,TRUE,TRUE,NA,3,5--20,3,1.782945736,0.2,0.2,NA,0.2,1,0.2,0.2,0.261532097
Ligustrum sinense,TRUE,NA,NA,NA,NA,3,1.782945736,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Podocarpus spinulosus,TRUE,NA,NA,2,5--20,NA,1.782945736,0.2,NA,NA,0.2,1,NA,0.2,0.299069756
Cymbidium suave,TRUE,NA,NA,NA,5--20,NA,1.782945736,0.2,NA,NA,NA,1,NA,0.2,0.341995189
Ochna serrulata,TRUE,NA,NA,NA,NA,NA,1.802325581,0.2,NA,NA,NA,NA,NA,0.2,0.2
Melaleuca linariifolia,TRUE,TRUE,NA,4,5--20,4,1.821705426,0.2,0.2,NA,1,1,0.2,0.2,0.341995189
Leptospermum polygalifolium,TRUE,TRUE,NA,NA,1--5,NA,1.821705426,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Cinnamomum camphora,TRUE,NA,NA,NA,NA,NA,1.821705426,0.2,NA,NA,NA,NA,NA,0.2,0.2
Callistemon citrinus,TRUE,TRUE,NA,NA,1--5,2,1.879844961,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Leptospermum arachnoides,TRUE,TRUE,NA,NA,NA,2,1.879844961,0.2,0.2,NA,NA,NA,0.2,0.2,0.2
Gynochthodes jasminoides,TRUE,FALSE,NA,NA,5--20,2,1.957364341,0.2,1,NA,NA,1,0.2,0.2,0.380730788
Platylobium formosum,TRUE,TRUE,NA,2,5--20,NA,1.957364341,0.2,0.2,NA,0.2,1,NA,0.2,0.275945932
Notelaea longifolia,TRUE,FALSE,NA,NA,5--20,NA,1.957364341,0.2,1,NA,NA,1,NA,0.2,0.447213595
Persoonia laurina,TRUE,NA,NA,NA,NA,NA,1.957364341,0.2,NA,NA,NA,NA,NA,0.2,0.2
Leptospermum polygalifolium subsp. montanum,TRUE,NA,NA,2,1--5,2,2,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Epacris gunnii,TRUE,TRUE,NA,2,1--5,2,2,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Goodenia heterophylla subsp. heterophylla,TRUE,NA,NA,NA,1--5,2,2,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Melaleuca squarrosa,TRUE,TRUE,NA,NA,1--5,2,2,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Banksia neoanglica,TRUE,TRUE,NA,2,5--20,2,2,0.2,0.2,NA,0.2,1,0.2,0.2,0.261532097
Aotus ericoides,TRUE,TRUE,NA,NA,5--20,2,2,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Banksia marginata,TRUE,TRUE,NA,NA,5--20,2,2,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Banksia serrata,TRUE,TRUE,NA,NA,5--20,2,2,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Solanum curvicuspe,TRUE,NA,NA,2,NA,2,2,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Eucalyptus luehmanniana,TRUE,FALSE,NA,NA,NA,2,2,0.2,1,NA,NA,NA,0.2,0.2,0.299069756
Banksia oblongifolia,TRUE,TRUE,NA,NA,NA,2,2,0.2,0.2,NA,NA,NA,0.2,0.2,0.2
Hakea bakeriana,TRUE,TRUE,NA,NA,NA,2,2,0.2,0.2,NA,NA,NA,0.2,0.2,0.2
Melaleuca sieberi,TRUE,TRUE,NA,NA,NA,2,2,0.2,0.2,NA,NA,NA,0.2,0.2,0.2
Dianella tasmanica,TRUE,TRUE,NA,NA,1--5,4,2,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Daviesia latifolia,TRUE,TRUE,NA,NA,5--20,4,2,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Acacia buxifolia subsp. pubiflora,TRUE,FALSE,NA,NA,5--20,5,2,0.2,1,NA,NA,1,0.2,0.2,0.380730788
Platysace ericoides,TRUE,TRUE,NA,1,1--5,NA,2,0.2,0.2,NA,0.2,0.2,NA,0.2,0.2
Polyscias sambucifolia subsp. Long leaflets (P.G.Neish 208),TRUE,FALSE,NA,NA,1--5,NA,2,0.2,1,NA,NA,0.2,NA,0.2,0.299069756
Denhamia silvestris,TRUE,FALSE,NA,NA,5--20,NA,2,0.2,1,NA,NA,1,NA,0.2,0.447213595
Cotoneaster glaucophyllus,TRUE,NA,NA,NA,NA,NA,2,0.2,NA,NA,NA,NA,NA,0.2,0.2
Pyracantha angustifolia,TRUE,NA,NA,NA,NA,NA,2,0.2,NA,NA,NA,NA,NA,0.2,0.2
Pyracantha crenulata,TRUE,NA,NA,NA,NA,NA,2,0.2,NA,NA,NA,NA,NA,0.2,0.2
Stylidium productum,TRUE,NA,NA,NA,NA,NA,2,0.2,NA,NA,NA,NA,NA,0.2,0.2
Tricostularia pauciflora,TRUE,FALSE,NA,2,1--5,2,2.015503876,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Tristaniopsis laurina,TRUE,FALSE,NA,NA,5--20,2,2.015503876,0.2,1,NA,NA,1,0.2,0.2,0.380730788
Gahnia melanocarpa,TRUE,NA,NA,2,5--20,NA,2.015503876,0.2,NA,NA,0.2,1,NA,0.2,0.299069756
Persoonia linearis,TRUE,TRUE,NA,NA,5--20,NA,2.015503876,0.2,0.2,NA,NA,1,NA,0.2,0.299069756
Myrsine variabilis,TRUE,FALSE,NA,NA,5--20,2,2.364341085,0.2,1,NA,NA,1,0.2,0.2,0.380730788
Banksia spinulosa,TRUE,TRUE,NA,NA,5--20,NA,2.364341085,0.2,0.2,NA,NA,1,NA,0.2,0.299069756
Sannantha pluriflora,TRUE,NA,NA,2.5,1--5,3,2.403100775,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Allocasuarina littoralis,TRUE,TRUE,NA,3,5--20,3,2.403100775,0.2,0.2,NA,0.2,1,0.2,0.2,0.261532097
Acacia floribunda,TRUE,TRUE,NA,2.5,5--20,3,2.61627907,0.2,0.2,NA,0.2,1,0.2,0.2,0.261532097
Eucalyptus haemastoma,TRUE,TRUE,NA,NA,5--20,3,2.69379845,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Epacris pulchella,FALSE,TRUE,NA,NA,1--5,2,2.7,1,0.2,NA,NA,0.2,0.2,0.2,0.275945932
Ficus rubiginosa,TRUE,TRUE,NA,2.7,5--20,3,2.713178295,0.2,0.2,NA,0.2,1,0.2,0.2,0.261532097
Isopogon anethifolius,TRUE,TRUE,NA,NA,5--20,3.837209,2.751937984,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Clerodendrum tomentosum,TRUE,FALSE,NA,NA,NA,NA,2.771317829,0.2,1,NA,NA,NA,NA,0.2,0.341995189
Austromyrtus tenuifolia,TRUE,NA,NA,3,NA,NA,2.906976744,0.2,NA,NA,0.2,NA,NA,0.2,0.2
Nerium oleander,TRUE,NA,NA,NA,NA,NA,2.906976744,0.2,NA,NA,NA,NA,NA,0.2,0.2
Tristaniopsis collina,TRUE,FALSE,NA,2,5--20,2,2.984496124,0.2,1,NA,0.2,1,0.2,0.2,0.341995189
Stenocarpus salignus,TRUE,FALSE,NA,3,NA,3,2.984496124,0.2,1,NA,0.2,NA,0.2,0.2,0.275945932
Lespedeza juncea subsp. sericea,TRUE,NA,NA,3,1--5,3,3,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Pultenaea campbellii,TRUE,TRUE,NA,3,5--20,3,3,0.2,0.2,NA,0.2,1,0.2,0.2,0.261532097
Podolobium aestivum,TRUE,NA,NA,3,NA,3,3,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Olearia covenyi,TRUE,FALSE,NA,3,NA,3,3,0.2,1,NA,0.2,NA,0.2,0.2,0.275945932
Eucalyptus ovata,TRUE,NA,NA,NA,5--20,5,3,0.2,NA,NA,NA,1,0.2,0.2,0.299069756
Acacia melanoxylon,TRUE,TRUE,NA,NA,5--20,5,3,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Eucalyptus cypellocarpa,TRUE,TRUE,NA,NA,5--20,5,3,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Eucalyptus viminalis,TRUE,TRUE,NA,NA,5--20,5,3,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Hibbertia acicularis,TRUE,TRUE,NA,NA,1--5,NA,3,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Cryptandra campanulata,TRUE,NA,NA,NA,5--20,NA,3,0.2,NA,NA,NA,1,NA,0.2,0.341995189
Lomatia myricoides,TRUE,FALSE,NA,NA,5--20,NA,3,0.2,1,NA,NA,1,NA,0.2,0.447213595
Gompholobium huegelii,TRUE,TRUE,NA,NA,5--20,NA,3,0.2,0.2,NA,NA,1,NA,0.2,0.299069756
Pultenaea microphylla,TRUE,TRUE,NA,NA,5--20,NA,3,0.2,0.2,NA,NA,1,NA,0.2,0.299069756
Melaleuca sp. [Melaleuca sp. aff. comboynensis ('Big Red'); Clarke_2009],TRUE,NA,NA,NA,NA,NA,3,0.2,NA,NA,NA,NA,NA,0.2,0.2
Corymbia gummifera,TRUE,TRUE,NA,3,5--20,3,3.023255814,0.2,0.2,NA,0.2,1,0.2,1,0.341995189
Baeckea linifolia,TRUE,NA,NA,3.5,1--5,4,3.023255814,0.2,NA,NA,1,0.2,0.2,1,0.380730788
Gahnia clarkei,TRUE,NA,NA,3,5--20,NA,3.023255814,0.2,NA,NA,0.2,1,NA,1,0.447213595
Eucalyptus piperita,TRUE,TRUE,NA,NA,NA,NA,3.023255814,0.2,0.2,NA,NA,NA,NA,1,0.341995189
Ligustrum lucidum,TRUE,TRUE,NA,NA,NA,NA,3.023255814,0.2,0.2,NA,NA,NA,NA,1,0.341995189
Eucalyptus resinifera,TRUE,TRUE,NA,NA,NA,NA,3.682170543,0.2,0.2,NA,NA,NA,NA,1,0.341995189
Elaeocarpus reticulatus,TRUE,TRUE,NA,5,1--5,3,3.895348837,0.2,0.2,NA,1,0.2,0.2,1,0.341995189
Callistemon sieberi,TRUE,TRUE,NA,4,1--5,4,4,0.2,0.2,NA,1,0.2,0.2,1,0.341995189
Oxylobium arborescens,TRUE,TRUE,NA,4,5--20,4,4,0.2,0.2,NA,1,1,0.2,1,0.447213595
Cassinia lepschii,TRUE,NA,NA,4,NA,4,4,0.2,NA,NA,1,NA,0.2,1,0.447213595
Acacia sp. New England (J.B.Williams 97011),TRUE,TRUE,NA,4,NA,4,4,0.2,0.2,NA,1,NA,0.2,1,0.380730788
Grevillea acanthifolia subsp. stenomera,TRUE,TRUE,NA,4,NA,4,4,0.2,0.2,NA,1,NA,0.2,1,0.380730788
Hibbertia obtusifolia,TRUE,TRUE,NA,1,1--5,NA,4,0.2,0.2,NA,0.2,0.2,NA,1,0.275945932
